Age,Gender,Education_Level,Years_of_Experience,Workload,Leadership_Style,Compensation,Organizational_Support,Conscientiousness,Emotional_Resilience,Stress_Levels,Emotion_Focused_Coping,Job_Satisfaction,Productivity,Attendance,Attrition
57,Female,PhD,26,20,Democratic,37170,High,4.610135531,4.923945211,3.219467668,4.404829542,1.722384832,63.23835869,92.16616036,1
26,Male,High School,16,27,Supportive,39493,Moderate,3.647513552,3.66654429,1.200089068,4.18662694,3.958812538,77.83119591,94.31444992,1
28,Male,Master's,22,51,Democratic,80468,Moderate,2.100944424,1.698600262,4.96212762,3.762672062,2.776257966,70.57423561,96.83360795,1
36,Male,High School,17,29,Authoritarian,31537,High,4.286142312,3.65661106,4.526890094,2.338083897,2.342110765,87.79636725,93.96932051,1
41,Male,PhD,34,36,Democratic,71025,High,2.820496924,1.732792981,4.766532726,1.750912302,2.689168451,70.21873498,93.84950884,1
53,Female,Master's,1,31,Democratic,126372,High,2.195452755,2.272749918,4.080525168,2.531171324,3.322077107,92.6575905,95.11052668,1
29,Male,Bachelor's,10,57,Authoritarian,62940,Moderate,1.131791473,2.791774561,3.934487317,2.664474178,2.759895068,90.37777755,98.23589824,0
29,Female,High School,11,31,Supportive,32251,High,3.017698984,2.425466551,2.248513108,3.580039262,1.213395978,77.02646255,94.59293561,1
22,Male,High School,4,46,Authoritarian,76660,Moderate,2.089142643,2.666368911,2.849422404,2.550826653,1.473587366,92.303321,93.89655915,1
38,Female,PhD,32,30,Supportive,51252,High,2.779023593,3.469850992,2.396641546,1.073828902,1.64909029,75.81831593,93.64158198,1
34,Male,High School,20,30,Supportive,135433,Moderate,1.218738483,4.294637004,4.172041231,4.798408588,1.657191936,91.86449295,91.02211315,1
55,Male,High School,23,23,Democratic,139979,High,3.001191498,1.739704075,1.13220878,4.589931539,3.638980074,71.50591368,99.29490423,0
34,Male,Bachelor's,19,21,Authoritarian,118719,Moderate,4.799316822,3.689115318,2.869429153,4.822070826,1.189594312,66.94915447,95.64845102,1
58,Male,High School,1,25,Supportive,100601,Low,1.035994629,4.805770556,3.821958194,4.635296124,1.244687021,51.61876886,93.56365593,1
47,Female,PhD,20,45,Supportive,105403,Moderate,4.254462904,3.621662787,3.87523294,1.239498507,2.847226136,53.90247642,95.16950776,0
41,Female,Bachelor's,11,29,Authoritarian,69643,Low,4.73056425,2.404975329,1.426237922,2.975343763,1.877062806,57.25326973,99.26145747,1
44,Female,Bachelor's,2,42,Supportive,110703,Moderate,3.427306254,1.314648233,4.143010896,3.218774743,3.657339378,69.9697674,91.26116071,1
41,Male,High School,20,50,Supportive,137441,Moderate,1.946271701,2.195790912,4.149001211,2.606762274,3.463728028,61.99058353,99.79613889,1
53,Female,Master's,1,31,Democratic,126372,High,2.195452755,2.272749918,4.080525168,2.531171324,3.322077107,92.6575905,95.11052668,1
19,Male,High School,18,55,Supportive,101147,Moderate,4.551491727,4.486028854,1.23804977,2.505553986,2.479712381,92.93876426,96.85911606,0
48,Female,PhD,10,39,Authoritarian,132302,Low,2.40806633,3.775381545,2.880383834,4.575234173,2.605343772,58.04267491,93.94866523,1
47,Female,Bachelor's,20,22,Supportive,99263,Moderate,2.364080689,2.788642018,4.180866346,1.237352923,1.902319777,94.39509192,94.4462524,1
58,Male,Master's,1,27,Supportive,67201,Moderate,1.292570038,2.253104045,1.394149069,2.531177233,2.193522054,61.47936544,96.03188823,0
25,Male,Bachelor's,28,22,Supportive,44116,Moderate,3.02262543,4.125027815,1.251885635,4.418984528,1.056912895,88.93690785,93.72186897,1
21,Male,High School,3,28,Democratic,88849,High,1.160498481,3.130742723,2.786407604,1.067229119,2.569807539,82.17359661,97.33870087,0
50,Male,Bachelor's,16,45,Supportive,49613,Moderate,1.104633369,4.214540589,3.950412384,1.69424272,3.18606418,79.4690469,92.2277414,1
44,Female,Bachelor's,2,42,Supportive,110703,Moderate,3.427306254,1.314648233,4.143010896,3.218774743,3.657339378,69.9697674,91.26116071,1
40,Male,High School,28,59,Supportive,88901,Moderate,4.724361162,1.431168989,2.138441058,1.506248546,3.850168037,63.6286568,96.70938906,0
20,Female,High School,31,43,Democratic,135586,High,3.696790491,1.641281885,2.700757534,3.445269548,4.07430069,51.48998819,97.85242022,0
40,Male,High School,1,41,Supportive,148647,Low,2.132002542,4.401507677,4.209839261,1.252378725,1.420967592,72.0260872,97.58076397,1
25,Male,High School,29,41,Supportive,79252,High,4.845338525,2.34131603,1.176368866,2.28279714,2.20638643,70.75722519,98.8662265,0
18,Female,Bachelor's,3,59,Supportive,105118,High,2.746326887,2.586910402,3.967330855,3.434138573,3.88267147,56.26906143,97.0746199,0
49,Male,Bachelor's,28,33,Supportive,134843,High,4.150707361,2.324065038,3.495555773,2.010274237,1.689764317,61.82368587,97.28710685,1
31,Male,High School,32,37,Supportive,138649,Moderate,2.74939029,4.086355458,2.641076553,2.770037925,2.536459645,60.31694393,92.07398718,0
19,Male,High School,36,58,Democratic,145652,Low,1.37528749,4.753446401,3.250678163,3.223361951,1.024333244,93.33041145,95.07272844,1
56,Male,High School,37,28,Supportive,73333,Moderate,1.453079012,4.175573447,2.002326306,1.042104185,1.459316127,93.88194358,99.32445956,1
19,Female,Bachelor's,8,37,Supportive,143153,Moderate,3.496768292,1.07801059,2.107991274,3.697730226,3.321328761,68.84475084,95.37009086,0
49,Female,High School,25,31,Supportive,50269,Moderate,4.365358876,1.266729201,3.86030547,2.737693037,1.074192783,62.98754681,90.79471666,1
41,Male,High School,10,24,Authoritarian,93370,Moderate,4.082767883,3.55982554,3.851087174,4.650804041,2.189270838,93.98990287,97.47461603,0
34,Female,Master's,34,35,Supportive,54530,Moderate,4.151723754,1.105190907,1.178827726,1.470398466,3.826734783,62.93758226,94.8835462,0
47,Female,Bachelor's,22,21,Democratic,80975,Low,4.733317676,1.34569853,3.550656185,1.564664133,3.891660212,66.17136777,99.4456037,1
41,Male,High School,7,25,Democratic,33981,High,3.112906431,4.119841842,4.665688757,3.195806965,4.356365995,71.19686279,96.7176796,1
50,Male,Bachelor's,16,45,Supportive,49613,Moderate,1.104633369,4.214540589,3.950412384,1.69424272,3.18606418,79.4690469,92.2277414,1
31,Male,High School,3,31,Supportive,81024,Moderate,4.317715482,1.451187675,2.230896757,4.539496495,3.997787152,82.04583873,99.23085819,0
29,Female,Bachelor's,19,22,Democratic,130735,Low,4.383861024,2.566702386,1.689561873,3.856284705,3.306063162,66.21287935,90.59639585,1
58,Male,High School,4,48,Democratic,118090,Low,3.67873589,1.853452272,1.990024514,1.122421985,4.470576132,83.54911706,99.5483921,1
57,Male,Bachelor's,9,52,Supportive,72462,Low,4.453720058,4.404015067,3.082282177,4.837519418,1.376678793,52.4411021,92.60393014,1
44,Female,Bachelor's,38,40,Supportive,131196,Low,1.733621394,1.185032757,2.416984013,4.997459729,4.232672989,53.15083894,99.02827012,1
23,Male,Bachelor's,17,59,Democratic,76505,Moderate,1.703135263,1.81885579,1.907543659,1.386201914,3.141833236,81.95723691,94.21619698,0
32,Female,Bachelor's,23,57,Authoritarian,85711,Low,3.112189796,1.789894335,2.731206245,3.700757662,1.096447357,71.88078144,98.021781,1
40,Male,Bachelor's,31,59,Democratic,136170,High,2.850751327,3.629275301,1.523505334,4.923626233,2.05788863,66.36299726,96.31289312,0
43,Male,High School,36,40,Supportive,99123,High,2.607253834,3.980579239,4.490296077,1.137166713,1.135885285,75.5069271,92.42098957,1
25,Female,Bachelor's,11,23,Authoritarian,147116,Low,2.366278532,4.909700167,4.354818098,4.194163661,4.616674198,98.18875911,92.06291815,1
59,Male,Bachelor's,39,37,Democratic,42666,Low,3.773189874,4.047549116,2.414364584,1.74860877,1.470213047,65.59450749,91.17044581,1
37,Female,Master's,15,52,Democratic,122918,Low,2.498596876,3.894437751,3.913544744,4.267070293,4.954702173,92.65559121,93.31296769,1
39,Female,Bachelor's,4,36,Democratic,56505,High,2.80925614,3.244027346,3.405642888,2.947228308,2.882367263,66.23394782,98.62501041,0
46,Male,Bachelor's,24,32,Authoritarian,144151,Moderate,4.223430821,1.933006765,3.070714673,4.008491353,2.24201101,88.14167127,96.80056875,0
30,Female,Master's,22,39,Supportive,138777,Moderate,4.023863396,2.985595687,1.648942193,2.163167777,1.096712175,62.04798311,91.85268176,1
34,Male,Bachelor's,21,46,Democratic,123851,Low,3.444093646,1.365006636,2.986199254,1.134601329,2.400027857,80.60248107,98.04281094,1
47,Male,Bachelor's,30,45,Supportive,80713,Low,2.620860493,3.333688061,1.048499,4.87696243,1.796070768,55.02005717,90.07403459,1
22,Female,High School,27,58,Supportive,87836,High,4.684650947,3.92166506,3.093034052,3.532115622,3.191246339,83.09747932,92.7041841,0
59,Male,Bachelor's,39,37,Democratic,42666,Low,3.773189874,4.047549116,2.414364584,1.74860877,1.470213047,65.59450749,91.17044581,1
50,Male,Master's,22,42,Supportive,42446,Moderate,3.715152889,2.392107853,3.052862967,3.490504109,1.509277049,69.67889101,96.76239185,1
41,Female,PhD,31,58,Supportive,62463,High,3.831135913,2.192779512,3.993107281,2.926157791,4.182796131,74.35076959,98.95403725,0
26,Female,Master's,37,20,Supportive,97288,High,4.886065427,3.434891769,4.802137898,1.263715557,2.295621266,65.30292265,95.05665743,1
19,Male,High School,36,58,Democratic,145652,Low,1.37528749,4.753446401,3.250678163,3.223361951,1.024333244,93.33041145,95.07272844,1
32,Female,Master's,9,41,Supportive,107603,Moderate,4.318782738,1.499679243,4.536829407,4.874054228,3.040077519,92.29334531,90.55341999,1
19,Male,High School,36,58,Democratic,145652,Low,1.37528749,4.753446401,3.250678163,3.223361951,1.024333244,93.33041145,95.07272844,1
48,Male,High School,27,39,Authoritarian,102255,High,2.166352513,1.593606786,3.348716513,3.269943511,3.314872042,94.1582839,90.5595586,0
37,Male,High School,27,55,Supportive,77779,Low,2.635172069,4.606022478,2.323179979,3.853829442,2.352574153,71.83889415,91.8419653,1
49,Male,Master's,22,27,Authoritarian,114627,High,3.610408061,1.792123787,3.361252689,3.758542968,2.120212822,69.59780701,96.26776974,0
45,Female,Bachelor's,15,56,Supportive,31524,High,1.913886304,1.741647271,4.26082551,1.529322224,3.504238126,97.83984123,98.3101206,1
49,Male,Master's,22,27,Authoritarian,114627,High,3.610408061,1.792123787,3.361252689,3.758542968,2.120212822,69.59780701,96.26776974,0
52,Female,High School,16,48,Authoritarian,51058,High,3.741762089,2.630956865,2.271839327,4.934570124,2.144744987,92.76541841,96.74680842,0
52,Male,High School,29,59,Democratic,93288,Low,4.222433155,2.129994906,4.344317101,1.5160167,4.180349843,96.02361503,92.71845934,1
34,Female,Master's,12,21,Supportive,61362,Moderate,4.24763646,1.448394041,3.796424822,2.986895304,4.048433867,97.09375251,95.9137277,0
35,Male,Master's,18,26,Supportive,88701,Low,3.514176124,4.38962454,3.747544314,4.220045196,4.426612063,56.26504482,90.61861424,1
43,Male,High School,24,51,Authoritarian,96381,Moderate,1.071952526,4.551437399,2.699322947,2.198370622,1.489354304,89.61449767,93.67062456,1
53,Female,Bachelor's,34,50,Democratic,130453,Moderate,3.55417491,4.924524783,3.825475087,2.588829217,4.71521608,76.10117088,98.26555797,0
34,Female,Bachelor's,29,42,Authoritarian,71269,Moderate,3.544534671,4.175582621,3.241407896,3.465081957,2.671993039,97.90435938,92.9941278,0
57,Male,Bachelor's,15,30,Supportive,106312,High,3.475740651,3.249513522,1.188156214,1.076995855,2.399089828,72.58662924,93.60584977,0
25,Female,Master's,21,44,Supportive,104094,Moderate,2.879913739,4.385740705,4.290545086,2.982935181,4.193978134,79.32947003,95.31146763,1
38,Male,PhD,6,41,Supportive,65371,Low,1.161125227,4.355884387,4.342886387,2.91686503,1.522906066,86.19613356,98.99774835,1
29,Male,High School,15,38,Supportive,96830,Moderate,1.67284437,2.238912735,1.538862923,4.780149861,4.032294006,52.12623168,94.55610788,0
36,Female,High School,2,37,Authoritarian,132499,Moderate,2.531749529,1.55157977,1.27401117,1.64418486,1.976920468,81.72750704,94.0526957,1
27,Female,High School,23,58,Supportive,129864,High,2.266392242,4.724481808,3.401012132,3.848472225,1.863099986,76.76904777,92.10577782,1
39,Female,High School,3,23,Supportive,57181,Low,2.660855027,3.421374512,3.645528311,2.284963511,2.200768737,80.57456672,99.08494867,1
33,Female,Bachelor's,30,47,Democratic,93668,Moderate,2.350876578,2.655870794,1.971873834,2.289189894,2.512606453,89.1478883,91.24187443,0
33,Male,High School,29,37,Supportive,109732,High,4.579476803,3.812375615,4.251027413,1.570887416,3.392564261,91.19925292,98.76679519,1
43,Male,PhD,2,41,Supportive,43275,High,3.524136703,1.94725171,3.594582636,3.665880784,1.369691668,70.70545411,98.42447491,1
30,Male,Bachelor's,23,36,Authoritarian,68967,Moderate,1.850907865,2.150200158,3.287393316,2.215228503,2.390540348,95.8313141,90.33821288,0
23,Male,Bachelor's,37,36,Supportive,53525,Low,1.582270039,2.381844606,2.708530124,3.857393102,2.108182385,73.95118658,96.09312192,1
42,Female,High School,32,41,Democratic,65187,Low,4.126541782,2.467992589,3.386064003,4.905960136,2.175560333,74.58562867,94.86350115,1
48,Male,High School,23,26,Supportive,97136,Low,3.725840462,4.147874594,1.71778095,3.876845791,1.437046226,61.24192874,96.66836281,1
43,Male,Master's,27,25,Supportive,69993,Moderate,1.945346361,3.234489347,1.713000576,2.202756271,4.064487005,85.03069092,96.51578928,0
45,Female,High School,39,38,Supportive,76562,Low,3.467539024,4.106229887,2.472342551,3.317518909,1.373815651,68.83693727,98.84417975,1
29,Female,Bachelor's,19,22,Democratic,130735,Low,4.383861024,2.566702386,1.689561873,3.856284705,3.306063162,66.21287935,90.59639585,1
42,Male,Bachelor's,21,34,Supportive,149289,Moderate,1.423201438,3.369763022,3.588671088,4.692835343,2.294119657,50.59276466,97.34996438,0
58,Female,Master's,25,48,Supportive,124202,Moderate,2.840468733,4.440294076,3.324185965,3.147693046,1.432603024,78.74552941,94.17821853,1
59,Male,PhD,38,58,Supportive,56811,Moderate,2.748688198,3.868876924,3.590680011,3.999011515,3.147605082,82.02053184,98.9423783,0
56,Male,Bachelor's,4,49,Democratic,39969,Low,1.813652009,2.293951047,3.848117428,1.784722428,2.798346396,59.72331723,96.13273269,1
52,Male,Bachelor's,1,25,Democratic,77599,High,1.178644866,3.125943709,2.374126446,2.199895633,4.829267405,64.1733861,94.50944322,0
33,Male,Bachelor's,9,58,Supportive,62332,High,2.854205672,4.095202994,2.170435576,1.547675296,3.381916027,75.4871225,93.71192236,0
43,Male,High School,25,26,Supportive,67387,Low,3.998065661,2.35665813,3.057615475,3.671746978,1.781093333,59.9202682,93.38107991,1
58,Male,Master's,1,27,Supportive,67201,Moderate,1.292570038,2.253104045,1.394149069,2.531177233,2.193522054,61.47936544,96.03188823,0
24,Female,High School,17,34,Supportive,149042,Low,1.011646871,4.286597336,1.500312907,1.809108724,3.82727778,84.79441788,91.12554507,1
43,Male,Master's,26,31,Authoritarian,148764,Low,4.984654773,2.544623674,1.498944453,2.631977449,2.412097077,55.64347088,97.66222818,1
20,Male,Master's,39,47,Democratic,85182,Low,2.05214471,4.030939778,4.313778154,3.974514714,3.2761746,95.6592302,93.16507049,1
24,Male,Bachelor's,33,36,Supportive,94922,Moderate,4.893577166,4.217218852,3.130846488,2.131790272,2.708630723,58.4486075,92.38928817,0
23,Male,High School,36,54,Supportive,75528,High,1.614736543,4.247558574,3.809670113,4.079969125,3.119642434,87.62210032,97.26357018,0
30,Female,High School,35,51,Supportive,109096,Moderate,1.753540037,2.714659298,4.625565929,2.415211323,3.755407449,56.42934065,96.51885424,1
41,Male,Bachelor's,17,45,Authoritarian,55092,Moderate,1.15190387,1.918809261,1.16549753,1.431423105,4.075801869,62.62772737,95.96446249,0
25,Female,Master's,26,36,Authoritarian,112597,Moderate,2.924752606,1.146081518,1.332807266,2.024603541,2.736261045,69.83030627,94.24155609,0
25,Male,High School,20,28,Authoritarian,119080,Moderate,1.037679424,1.237920652,1.165997218,2.0809955,2.95716063,62.62975466,96.79740558,0
36,Female,Master's,26,59,Democratic,41110,Low,2.020929737,4.971323302,1.993874098,1.292207107,3.098342316,65.12339135,90.52655759,1
19,Female,High School,10,51,Supportive,77636,Low,2.282932369,1.236893222,2.423383645,4.160665548,3.55972275,95.34871465,97.32098256,1
42,Female,Bachelor's,23,56,Supportive,41267,Moderate,1.405104495,1.369383356,1.646391824,2.474070631,3.703567555,76.29248181,96.17619382,1
40,Male,Bachelor's,21,20,Supportive,65790,High,2.598394046,1.064432874,3.635466668,3.530373073,3.928393479,84.56749321,98.19334624,0
41,Male,Bachelor's,12,41,Supportive,131248,Moderate,4.014722062,1.196610515,1.505921027,1.067685374,3.683835604,88.11425976,97.34149597,0
40,Male,Master's,33,39,Supportive,50805,Moderate,4.418476103,1.547928889,2.834631838,1.318566425,4.205489,51.70478489,97.78420612,0
25,Male,High School,11,42,Supportive,53723,High,4.086278904,1.318078853,1.090417757,4.851449337,4.751012062,79.94170073,95.79474991,0
32,Female,Bachelor's,20,46,Supportive,121656,Moderate,4.651149542,3.610453607,1.027142212,4.916413577,4.698835968,76.88028534,98.22224,0
20,Male,PhD,6,50,Supportive,130962,High,2.471402778,2.771059827,4.190069627,4.874765801,1.124378488,51.64537615,94.3300493,1
57,Female,High School,32,20,Authoritarian,31468,High,4.945312694,1.137044491,2.696982813,1.890993298,2.587171526,93.16517574,97.98203826,1
51,Male,Bachelor's,6,38,Authoritarian,129189,Low,1.39994099,2.399400944,1.798741705,1.089466138,2.872449562,55.43544898,90.7298374,1
36,Male,Bachelor's,23,45,Supportive,60461,Moderate,4.299348638,4.187392707,4.363695375,4.965726766,1.889164215,60.69478682,98.02144378,1
37,Male,PhD,9,36,Supportive,60974,Moderate,3.705557512,4.378086125,2.115023198,1.025980064,4.276520886,82.14420075,91.40899638,0
23,Male,High School,36,54,Supportive,75528,High,1.614736543,4.247558574,3.809670113,4.079969125,3.119642434,87.62210032,97.26357018,0
50,Female,Bachelor's,25,47,Authoritarian,101805,Low,2.918076948,3.696233811,4.46025012,3.91133665,1.279143136,52.49913575,99.79224972,1
33,Male,Bachelor's,21,31,Authoritarian,142255,Low,4.534933555,2.440648613,1.157638141,3.558248392,2.953763227,62.52567366,96.87276612,1
46,Female,Bachelor's,21,28,Authoritarian,47706,Low,2.16288923,3.955783386,3.692816984,2.078042485,2.457163019,67.91497068,97.05079928,1
59,Male,Bachelor's,18,44,Democratic,135702,Low,1.994901575,1.225933696,4.042719045,4.051877555,1.368389711,55.76456299,97.35183944,1
44,Male,High School,34,22,Supportive,65030,Moderate,1.514062674,4.100643714,2.449725645,2.515398448,4.172288133,56.81828269,94.46037328,0
58,Female,Master's,25,48,Supportive,124202,Moderate,2.840468733,4.440294076,3.324185965,3.147693046,1.432603024,78.74552941,94.17821853,1
53,Male,High School,34,28,Supportive,134601,Low,2.862022666,3.75599994,1.612170389,3.668761379,4.134553209,73.97652764,91.53102505,1
59,Male,Bachelor's,36,49,Supportive,47948,Moderate,3.058678096,4.451884109,1.981218868,2.353142369,2.015523384,71.02952871,90.02607463,1
40,Female,High School,2,32,Authoritarian,79990,Moderate,3.478272899,3.924884439,4.519408192,1.908598987,2.751723055,56.00453533,92.9528197,1
58,Male,Bachelor's,11,28,Supportive,95149,Low,2.934088269,3.354344389,4.948671359,2.835227817,3.713440359,62.23509226,94.99265675,1
33,Male,Bachelor's,21,31,Authoritarian,142255,Low,4.534933555,2.440648613,1.157638141,3.558248392,2.953763227,62.52567366,96.87276612,1
43,Female,Bachelor's,22,48,Supportive,124337,High,1.689785556,4.995597148,3.886594177,1.059475897,4.547948278,56.40275692,96.97472832,0
58,Female,Bachelor's,10,50,Supportive,60766,High,3.5711062,3.083496147,2.77922198,2.416078552,4.412581266,60.49132915,90.62425184,0
37,Female,Master's,15,52,Democratic,122918,Low,2.498596876,3.894437751,3.913544744,4.267070293,4.954702173,92.65559121,93.31296769,1
36,Female,Master's,8,32,Democratic,113021,Moderate,2.475950451,3.639054562,3.050330507,2.294516498,2.014916798,50.95496399,93.10668506,0
32,Female,High School,3,39,Authoritarian,38061,Low,2.890303412,2.931240373,2.494078657,3.43285309,3.759554929,71.45488917,90.76672382,1
41,Male,Bachelor's,14,57,Supportive,68328,Moderate,4.362530579,2.950875473,2.433157854,4.693538672,4.565050596,69.28102987,97.43509152,0
28,Female,Master's,24,47,Authoritarian,39718,Moderate,2.298216439,1.632506279,2.657233249,3.671892243,3.652252197,59.83003984,90.97704104,1
28,Female,Bachelor's,13,30,Authoritarian,112410,Low,4.83837682,4.225611277,4.368096872,3.415511958,2.629419247,77.98075029,95.58469966,1
19,Female,PhD,6,41,Authoritarian,137044,High,1.512740441,4.519241743,2.004633605,4.90027569,2.973954855,53.35338258,98.24029292,0
33,Male,Master's,35,58,Democratic,83502,Moderate,2.540650511,3.040988399,2.254300528,1.581265825,3.79554434,84.24683741,92.50204487,0
47,Female,Bachelor's,22,21,Democratic,80975,Low,4.733317676,1.34569853,3.550656185,1.564664133,3.891660212,66.17136777,99.4456037,1
58,Female,Bachelor's,18,34,Democratic,31211,Low,2.016124071,1.413512029,4.029608793,1.942576158,3.280951858,66.13340688,98.36007,1
52,Male,High School,35,50,Supportive,95140,High,4.83132087,1.072151638,2.730405304,4.258215148,3.294338428,92.00042495,92.41031738,0
55,Male,High School,23,23,Democratic,139979,High,3.001191498,1.739704075,1.13220878,4.589931539,3.638980074,71.50591368,99.29490423,0
37,Female,PhD,12,57,Supportive,147393,High,2.629529116,3.730909191,1.530575498,2.316309668,4.013038154,80.65069805,91.42858429,0
37,Female,Master's,15,52,Democratic,122918,Low,2.498596876,3.894437751,3.913544744,4.267070293,4.954702173,92.65559121,93.31296769,1
20,Female,Master's,6,32,Authoritarian,119941,High,2.822502461,2.038201733,4.163092255,3.832679687,4.011771551,99.31680311,90.33875464,1
36,Female,Bachelor's,11,59,Supportive,43403,Low,2.425561997,3.637401212,3.487298258,2.697585171,3.246725557,91.87596577,97.90282735,1
21,Female,Bachelor's,22,27,Supportive,138612,High,3.753323049,3.126402996,3.398876044,4.651355433,2.68862066,78.38806127,96.53433419,0
45,Female,Bachelor's,9,59,Supportive,126881,Low,4.362414491,3.286546472,2.797931048,4.721910368,4.19585961,86.90908636,99.90165212,1
42,Male,Bachelor's,4,24,Supportive,138721,Moderate,4.33771648,2.235389099,3.886306104,1.716477137,2.049841246,67.43499046,94.45620692,0
59,Male,Bachelor's,18,44,Democratic,135702,Low,1.994901575,1.225933696,4.042719045,4.051877555,1.368389711,55.76456299,97.35183944,1
28,Male,Bachelor's,28,32,Authoritarian,70097,High,2.847700817,2.504805653,4.60093943,1.285805522,1.672362341,62.532799,94.95935835,1
21,Male,High School,13,37,Supportive,73730,Low,3.960071201,1.999415184,4.179191019,3.996945322,1.202080907,85.27170925,98.116839,1
55,Male,PhD,7,29,Democratic,58561,Moderate,2.780426655,1.590207387,2.544545594,4.877021855,2.517195171,64.29531452,98.73006308,0
33,Male,Bachelor's,19,26,Supportive,93745,Moderate,2.579780744,4.984354909,4.228767882,3.665080548,4.602626203,84.68419075,98.96509836,1
28,Female,Bachelor's,36,34,Authoritarian,101743,Low,1.285033331,4.592495339,1.015070778,4.588973301,2.100217791,76.07443109,96.31553485,1
18,Female,High School,35,56,Democratic,114363,Moderate,1.969173317,4.281107439,4.721466632,3.97163488,2.203224644,78.07622994,93.81575919,1
46,Female,Bachelor's,21,28,Authoritarian,47706,Low,2.16288923,3.955783386,3.692816984,2.078042485,2.457163019,67.91497068,97.05079928,1
32,Female,Bachelor's,23,57,Authoritarian,85711,Low,3.112189796,1.789894335,2.731206245,3.700757662,1.096447357,71.88078144,98.021781,1
27,Female,Bachelor's,7,26,Authoritarian,42305,Moderate,4.735805354,2.425545914,2.952388063,3.686664229,3.349497601,74.5619388,91.25267594,1
56,Male,High School,14,43,Democratic,138835,Moderate,4.135714354,2.425906683,1.869790536,1.895624808,4.743187364,81.66516632,99.73801853,0
39,Male,High School,29,43,Authoritarian,132399,High,1.27919794,2.049219726,3.339970934,4.349320616,3.574217868,78.96339148,98.66786886,0
36,Female,Bachelor's,17,45,Authoritarian,90740,Moderate,2.014462511,1.465393799,1.101682741,4.526850686,4.7957435,73.4108798,99.30140553,0
33,Male,PhD,1,32,Authoritarian,135185,Low,4.239081616,1.922937106,2.923920984,1.343004204,3.490235213,98.27000585,98.21540382,1
39,Male,High School,19,58,Authoritarian,58481,High,4.343553633,4.284313448,2.609238135,4.757340063,4.478760805,95.21884168,98.19517605,0
20,Female,Bachelor's,3,53,Supportive,74328,Moderate,3.523404155,4.861642797,3.328722945,1.761533084,1.491359915,70.55804829,97.37911333,1
43,Male,High School,6,30,Supportive,102233,High,1.654433683,2.175047492,3.256507775,3.531997775,1.763017319,93.42521953,98.05982589,1
32,Male,Bachelor's,27,27,Authoritarian,84512,Low,1.541978076,3.843951766,4.966797844,3.570984184,1.673541193,61.59225783,96.58724334,1
42,Female,High School,32,41,Democratic,65187,Low,4.126541782,2.467992589,3.386064003,4.905960136,2.175560333,74.58562867,94.86350115,1
52,Male,Bachelor's,34,32,Supportive,131190,Moderate,2.927944747,2.490420414,1.138864609,2.249953305,3.966643238,81.70950385,92.52999741,0
45,Male,High School,24,24,Democratic,44549,Low,2.914806882,4.355551597,3.757046542,1.062250185,4.60870464,78.93475394,93.94246375,1
39,Female,Bachelor's,4,36,Democratic,56505,High,2.80925614,3.244027346,3.405642888,2.947228308,2.882367263,66.23394782,98.62501041,0
35,Female,Master's,3,20,Supportive,77997,Moderate,4.774212583,4.243312453,1.966340003,3.020905911,4.991848264,85.91364161,90.85488637,0
39,Female,Bachelor's,4,36,Democratic,56505,High,2.80925614,3.244027346,3.405642888,2.947228308,2.882367263,66.23394782,98.62501041,0
40,Male,Bachelor's,38,48,Democratic,122864,Low,2.834599592,3.544875315,2.132067864,2.136241848,2.110186637,73.3957816,92.53694295,1
24,Male,Bachelor's,17,58,Democratic,79476,High,1.145701773,2.201955035,4.081925812,2.667338461,3.0872929,60.26699397,97.63551234,1
41,Male,Bachelor's,14,57,Supportive,68328,Moderate,4.362530579,2.950875473,2.433157854,4.693538672,4.565050596,69.28102987,97.43509152,0
43,Male,Bachelor's,19,52,Democratic,61826,High,3.410679844,3.958431876,1.279567248,2.994534026,1.338508782,83.36808987,90.95805356,1
38,Male,Master's,15,27,Supportive,148423,Moderate,2.8913025,3.415495647,2.468531341,1.325959909,3.268319882,76.60849804,93.79123911,0
39,Female,PhD,19,42,Supportive,79999,Low,3.583037169,4.849211933,3.243249367,1.805001458,1.741072089,95.42317571,94.47061556,1
33,Male,Bachelor's,15,27,Supportive,32013,Moderate,4.225983784,2.69871605,2.830275391,3.211321424,1.519881746,60.9038391,90.99661614,1
23,Male,Master's,29,56,Supportive,138575,Low,4.730144343,2.315207218,1.630814485,3.611253467,4.791749386,54.93404587,90.99660825,1
59,Male,High School,19,47,Authoritarian,31620,High,1.14651879,1.706572119,3.4164625,2.343146334,2.411376473,59.66893049,98.64803809,1
43,Male,Bachelor's,30,36,Democratic,57027,Low,2.982763081,2.69572214,2.188384877,3.271363842,2.954824674,78.82819817,97.67710052,1
33,Male,High School,18,41,Authoritarian,78270,Moderate,4.547768444,1.034676359,1.613184642,1.071494123,4.035648996,74.76075963,91.05312559,0
36,Male,Bachelor's,9,50,Supportive,64808,High,2.619439558,4.476486457,3.462447808,4.158913047,3.787972936,85.8989767,97.0279436,0
57,Female,High School,32,20,Authoritarian,31468,High,4.945312694,1.137044491,2.696982813,1.890993298,2.587171526,93.16517574,97.98203826,1
25,Male,Master's,12,54,Authoritarian,112421,Moderate,2.307092393,1.13895979,1.714651221,4.704832698,2.003569505,87.02265612,92.87819613,0
